Name, Population,Median Household Income,"Housing, Median Value Owner Households ($)","Percentage: Education Attainment, Bachelor's Degree]","Housing, Median Rent ($)","Percentage: Employment, Public Transportation to Work",Percentage: White Non-Hispanic Population," Housing, Units","Percentage: Housing, Renter Occupied","Percentage: Housing, Occupied Structure w/ 3-4 Units","Percentage: Housing, Occupied Structure w/ 5+ Units",Percentage: Households w/ 3 Vehicles,Percentage: Households w/ 4+ Vehicles,"Percentage: Families, Married w/ Children Under 18, 2010"," Total Households, 2010",Year,,,," Total Households, 2011"," Total Households, 2012"," Total Households, 2013"," Total Households, 2014"," Total Households, 2015"," Total Households, 2016"," Total Households, 2020"
"BG0117002, King County, WA",1723,63218,275000,15.1338,908,23.0065,9.5763,525,27.8455,0,0,19.5122,13.6179,29.2428,492,2017,,,,,,,,,,
"BG0117003, King County, WA",1538,80412,370769,16.5421,856,26.3689,9.7529,502,29.4606,1.3944,0,19.7095,13.9004,30.3763,482,2017,,,,,,,,,,
"BG0117004, King County, WA",1250,70588,264655,16.3429,1682,0,10.72,372,19.2737,0,0,19.5531,13.9665,31.2925,358,2017,,,,,,,,,,
"BG0118001, King County, WA",879,89474,443836,31.1798,959,5.6433,52.901,483,24.6544,1.2422,33.9545,8.2949,5.2995,26.4151,434,2017,,,,,,,,,,
"BG0118002, King County, WA",984,49754,283582,28.7278,938,20.1285,36.687,437,37.7672,0,14.1876,8.5511,5.4632,28.0488,421,2017,,,,,,,,,,
"BG0118003, King County, WA",1226,72105,275000,28.4848,1500,23.5714,17.6998,421,35.732,0,0,8.4367,5.2109,24.6479,403,2017,,,,,,,,,,
"BG0118004, King County, WA",1264,14466,243333,4.2007,563,44.9301,9.1772,554,81.1088,19.1336,29.6029,8.4189,5.5441,19.3431,487,2017,,,,,,,,,,
"BG0118005, King County, WA",1380,80435,276250,16.0638,926,24.4409,6.6667,427,39.6985,3.9813,9.1334,8.5427,5.5276,29.6296,398,2017,,,,,,,,,,
"BG0118006, King County, WA",2465,57121,365278,5.8371,794,18.3394,6.6126,913,80.355,13.3625,52.5739,8.4024,5.4438,31.3485,845,2017,,,,,,,,,,
"BG0119001, King County, WA",1481,79622,326667,42.0018,925,21.9259,35.7866,621,22.357,0,2.4155,24.4367,4.3328,26.9129,577,2017,,,,,,,,,,
"BG0119002, King County, WA",1623,71190,271053,30.7692,875,9.5304,30.1294,651,21.485,0,0,24.3286,4.4234,24.2131,633,2017,,,,,,,,,,
"BG0119003, King County, WA",1371,96296,360563,24.2424,681,4.3624,15.0255,477,22.5951,0,12.1593,24.6085,4.0268,33.6283,447,2017,,,,,,,,,,
"BG0119004, King County, WA",1670,71505,234118,15.5323,1272,2.459,15.1497,529,29.249,0,0,24.3083,4.3478,29.3367,506,2017,,,,,,,,,,
"BG0119005, King County, WA",1782,85714,252439,22.5914,1530,8.1395,15.9933,582,30.7971,11.1684,0,24.4565,4.3478,29.602,552,2017,,,,,,,,,,
"BG0120001, King County, WA",1215,85955,295385,24.4809,1156,14.2857,70.2058,606,24.9129,0,6.6007,18.9895,2.6132,34.3042,574,2017,,,,,,,,,,
"BG0120002, King County, WA",1311,107632,339175,31.7671,1270,8.1988,79.0999,555,16.451,0,0,19.0388,2.5878,33.1476,541,2017,,,,,,,,,,
"BG0120003, King County, WA",1219,105137,374725,35.6522,1447,11.6531,76.292,534,19.5695,0,4.3071,18.7867,2.544,36.1111,511,2017,,,,,,,,,,
"BG0121001, King County, WA",1302,132576,630000,35.4746,1500,4.0562,84.1014,636,15.2027,0,18.868,15.7095,4.223,26.6839,592,2017,,,,,,,,,,
"BG0121002, King County, WA",1709,113032,388000,27.0498,1404,5.036,78.4669,747,14.8405,0,1.7403,15.534,4.1609,30.695,721,2017,,,,,,,,,,
"BG0260011, King County, WA",1435,121875,347619,36.5542,1152,0,37.7003,587,18.6501,0,0,22.5577,10.4796,26.0163,563,2017,,,,,,,,,,
"BG0264004, King County, WA",1548,68680,263934,17.6211,1069,2.4161,48.2558,760,51.4085,5.7895,46.0527,10,3.3803,19.4805,710,2017,,,,,,,,,,
"BG0265001, King County, WA",589,65000,242105,4.1131,576,0,35.1443,245,61.1374,0,1.6327,12.7962,4.2654,25.8741,211,2017,,,,,,,,,,
"BG9901000, King County, WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,,,,,,,,,,
"BG0001001, King County, WA",1450,148000,482424,41.0324,1643,10.3106,73.1034,648,18.2708,0,0,7.6672,0.8157,27.619,1939,2020,,,,,,,,,,
"BG0001002, King County, WA",1414,31970,302128,28.2103,828,29.3059,38.0481,742,85.567,7.9515,60.9165,7.9529,0.8837,26.0355,1834,2020,,,,,,,,,,
"BG0001003, King County, WA",1538,65240,418248,31.9693,801,15.4556,52.1456,846,70.2261,17.7305,42.1986,7.9146,1.005,26.2346,1650,2020,,,,,,,,,,
"BG0001004, King County, WA",1737,34114,1000000,11.7904,691,24.425,29.1307,961,94.5313,3.4339,74.0895,7.8125,0.8929,24.2254,1538,2020,,,,,,,,,,
"BG0001005, King County, WA",1090,54297,322222,32.1782,942,25.6061,50,726,91.5023,0,78.0992,7.739,0.7587,16.3743,1507,2020,,,,,,,,,,
"BG0002001, King County, WA",1248,91791,348980,37.7155,875,16.8576,55.0481,518,30.3644,9.8456,3.2819,9.3117,1.417,31.4286,1475,2020,,,,,,,,,,
"BG0002002, King County, WA",1557,42841,372464,30.4348,817,12.5635,49.1972,669,51.0269,0,35.2765,9.4787,1.2638,28.2828,1413,2020,,,,,,,,,,
"BG0002003, King County, WA",1748,69882,245238,34.1014,894,31.931,54.405,948,74.8344,4.6414,69.0929,9.2715,1.2141,24.3842,1396,2020,,,,,,,,,,
"BG0002004, King County, WA",1207,64781,304965,32.7141,1034,7.1875,61.2262,654,44.9275,2.9052,51.0704,9.5008,1.4493,21.2418,1383,2020,,,,,,,,,,
"BG0002005, King County, WA",1499,51902,273333,36.745,910,8.529,60.507,786,51.2516,8.0153,42.4936,9.3544,1.1858,25.9777,1308,2020,,,,,,,,,,
"BG0002006, King County, WA",1504,114437,359809,41.1612,1750,14.3799,66.7553,629,26.1157,0,2.5437,9.4215,1.3223,31.1436,1287,2020,,,,,,,,,,
"BG0003001, King County, WA",1464,77064,334440,30.5681,1339,17.7861,63.0464,587,29.8246,0,5.1107,10.7018,4.0351,33.4211,1242,2020,,,,,,,,,,
"BG0003002, King County, WA",1558,88333,298311,18.3709,972,14.2857,54.3646,747,44.7633,4.0161,13.3869,10.6169,4.1607,28.8312,1271,2020,,,,,,,,,,
"BG0004011, King County, WA",3310,38487,282075,21.4405,879,8.0092,46.7976,2174,81.0796,1.6099,65.2714,6.2704,0.5453,23.6842,1263,2020,,,,,,,,,,
"BG0004012, King County, WA",1638,91514,345833,27.422,956,12.1306,60.4396,809,60.6579,2.3486,38.6897,6.4474,0.5263,29.5515,1220,2020,,,,,,,,,,
"BG0004013, King County, WA",1459,29733,239024,23.356,387,18.6084,70.2536,1193,71.2633,0,74.0989,6.3645,0.4822,16.5254,1251,2020,,,,,,,,,,
"BG0004021, King County, WA",1385,47794,333333,32.9193,917,10.2041,69.3141,648,66.8852,0,43.2099,6.0656,1.3115,26.7857,1215,2020,,,,,,,,,,
"BG0004022, King County, WA",1087,67667,296970,45.8128,977,20.078,61.9135,496,43.7895,0,20.3629,5.8947,1.4737,25.3906,1209,2020,,,,,,,,,,
"BG0004023, King County, WA",1377,62629,411224,42.6184,953,18.2229,62.3094,698,52.2523,5.5874,45.5588,6.006,1.5015,29.5522,1208,2020,,,,,,,,,,
"BG0004024, King County, WA",1694,64904,356647,30.8642,1074,14.3373,83.294,958,66.087,0,57.8288,6.087,1.413,24.1558,1193,2020,,,,,,,,,,
"BG0005001, King County, WA",1411,175000,620892,41.7652,1500,5.0081,85.8257,591,7.5044,0,0,24.4328,7.3298,32.5581,1187,2020,,,,,,,,,,
"BG0005002, King County, WA",1003,128000,530000,45.3165,1125,16.5533,80.4586,424,10.8696,0,0,24.3961,7.2464,31.6832,1136,2020,,,,,,,,,,
"BG0005003, King County, WA",1216,109896,485156,30.3743,1163,10.3774,83.0592,520,6.8826,0,0,24.2915,7.4899,35.2617,1159,2020,,,,,,,,,,
"BG0006001, King County, WA",1617,66783,330151,28.766,903,8.8812,56.8336,633,29.8869,0,15.9558,7.4313,3.5541,30.7512,1129,2020,,,,,,,,,,
"BG0006002, King County, WA",1323,45345,271000,35.8382,939,27.6297,53.3636,711,72.7541,0,77.0745,7.8056,3.5346,23.1293,1111,2020,,,,,,,,,,
"BG0006003, King County, WA",1650,63636,250000,30.5892,970,20.0903,61.9394,773,42.0912,0,24.3209,7.7748,3.4853,26.4151,1108,2020,,,,,,,,,,
"BG0006004, King County, WA",1776,90625,355152,22.7773,1053,23.2202,47.1284,831,53.9033,1.5644,23.586,7.5589,3.3457,24.4131,1106,2020,,,,,,,,,,
"BG0006005, King County, WA",922,119286,380357,31.6017,1106,14.9897,62.039,354,26.8437,0,0,7.3746,3.5398,31.1966,1092,2020,,,,,,,,,,
"BG0006006, King County, WA",1464,89922,310833,23.8532,1019,13.0769,48.8388,722,50.4587,10.3878,41.4127,7.6453,3.3639,29.4118,1088,2020,,,,,,,,,,
"BG0007001, King County, WA",1799,52652,298000,32.0301,870,30.5963,41.0228,1037,79.4737,6.2681,62.4879,8.4211,3.1579,23.5602,1092,2020,,,,,,,,,,
"BG0007002, King County, WA",1305,57710,290909,38.7461,832,34.3324,54.3295,619,59.4077,4.5234,25.8481,8.5366,3.1359,27.907,1075,2020,,,,,,,,,,
"BG0007003, King County, WA",986,98355,329787,35.6771,1199,19.6181,61.5619,478,37.1991,0,29.9164,8.3151,3.0635,22.4335,1075,2020,,,,,,,,,,
"BG0007004, King County, WA",1002,89831,356522,27.9221,1233,16.9643,64.7705,463,40.625,3.6717,6.9114,8.4821,3.3482,25.8687,1071,2020,,,,,,,,,,
"BG0008001, King County, WA",1355,81349,370482,19.4059,920,15.7076,65.0923,578,32.1755,0,7.4394,10.2377,9.872,33.0409,1061,2020,,,,,,,,,,
"BG0008002, King County, WA",1621,93678,390374,33.9389,1326,17.2775,74.0901,669,23.8462,0,7.6233,10.3077,9.5385,35.1598,1045,2020,,,,,,,,,,
"BG0009001, King County, WA",1252,106746,501543,35.4675,1250,17.8683,77.0767,543,17.9337,0,5.8932,20.4678,4.2885,31.8436,1037,2020,,,,,,,,,,
"BG0009002, King County, WA",1062,142614,631250,26.4524,1457,14.8699,77.4011,483,19.6868,0,0,20.3579,4.2506,33.9623,1031,2020,,,,,,,,,,
"BG0010001, King County, WA",1034,90705,359740,16.4723,1008,13.9764,51.2573,435,55.3699,10.5747,16.7816,8.3532,3.58,35.0806,1029,2020,,,,,,,,,,
"BG0010002, King County, WA",1190,89130,413793,32.7081,1112,21.4286,67.8151,479,31.9565,1.6701,18.7892,8.4783,3.913,41.9355,1009,2020,,,,,,,,,,
"BG0011001, King County, WA",1401,100379,483784,39.4813,849,13.2743,61.8844,656,44.4079,0,19.9695,3.125,4.9342,30.303,1009,2020,,,,,,,,,,
"BG0011002, King County, WA",1452,106356,386452,26.7794,1000,23.3021,70.4545,629,34.3802,1.5898,16.2162,3.1405,4.7934,31.0734,1020,2020,,,,,,,,,,
"BG0012001, King County, WA",1449,90315,375229,29.2772,1042,19.186,67.9779,618,32.9392,0,16.0194,3.7162,0.3378,33.4225,1015,2020,,,,,,,,,,
"BG0012002, King County, WA",1330,59200,361905,15.9066,868,37.02,50.7519,638,80.3954,2.1944,59.5611,3.6244,0.4942,29.6667,1007,2020,,,,,,,,,,
"BG0012003, King County, WA",1571,37260,185484,30.7093,861,28.9673,58.2432,1150,85.7674,0,87.3044,3.4419,0.2791,17.3333,993,2020,,,,,,,,,,
"BG0012004, King County, WA",1409,44073,195000,32.2642,1012,21.4697,37.8992,775,90.1639,7.2258,76.3871,3.6885,0.4098,21.5947,1001,2020,,,,,,,,,,
"BG0012005, King County, WA",1763,33355,209783,31.3201,944,12.6012,42.768,1034,84.7352,2.6112,82.882,3.6345,0.4154,17.5953,999,2020,,,,,,,,,,
"BG0013001, King County, WA",1851,63648,285000,28.5422,977,20.677,59.3733,997,57.1885,5.6169,34.3029,5.8573,0.9585,22.5806,994,2020,,,,,,,,,,
"BG0013002, King County, WA",1585,60135,259836,13.6054,859,25.6494,42.9022,782,68.6992,1.5345,47.6982,5.4201,1.084,20.7101,980,2020,,,,,,,,,,
"BG0013003, King County, WA",1613,58571,323171,42.0195,944,11.6402,56.3546,850,73.4161,1.1765,54.1176,5.5901,0.9938,25.2226,976,2020,,,,,,,,,,
"BG0014001, King County, WA",1239,79717,338849,36.961,943,5.1701,72.6392,615,45.8844,2.1138,33.3333,13.31,2.1016,25.9259,986,2020,,,,,,,,,,
"BG0014002, King County, WA",1209,89189,389552,36.8922,972,17.704,74.359,579,47.5046,0,24.3522,13.3087,2.2181,30.7692,968,2020,,,,,,,,,,
"BG0014003, King County, WA",1585,60169,288806,26.3427,1028,14.5856,61.1987,775,63.8184,2.3226,30.5807,13.3511,2.4032,24.8634,954,2020,,,,,,,,,,
"BG0014004, King County, WA",1532,138908,414634,29.9396,1515,14.3361,83.4204,660,19.6568,0,0,13.2605,2.3401,38.3908,975,2020,,,,,,,,,,
"BG0015001, King County, WA",1386,131579,518817,46.8401,1682,1.2179,87.8788,616,20.5734,0,2.1104,13.4907,2.3609,36.4796,957,2020,,,,,,,,,,
"BG0015002, King County, WA",1447,132353,547030,36.7276,1096,4.436,87.2149,673,21.8266,0,1.3373,13.4675,2.4768,33.4135,962,2020,,,,,,,,,,
"BG0016001, King County, WA",1581,113672,732595,37.0307,1816,9.8338,89.3738,649,8.7163,0,0,12.0444,3.645,38.3158,963,2020,,,,,,,,,,
"BG0016002, King County, WA",1549,125373,658307,28.1118,1794,9.3535,83.4732,652,9.9369,0,0,12.1451,3.6278,37.797,950,2020,,,,,,,,,,
"BG0016003, King County, WA",1645,88740,351235,38.0952,1006,17.9389,67.5988,823,52.2068,3.2807,27.582,12.1059,3.657,25.6219,946,2020,,,,,,,,,,
"BG0017011, King County, WA",1842,83557,334286,37.6167,1041,19.9827,54.5603,1014,73.9669,0,63.9053,4.7521,1.6529,26.9231,939,2020,,,,,,,,,,
"BG0017012, King County, WA",1296,103012,258824,43.2892,1017,9.2771,72.608,719,43.695,1.9471,37.9694,4.8387,1.7595,27.6596,937,2020,,,,,,,,,,
"BG0017013, King County, WA",1282,90000,284211,32.4899,725,21.0063,63.9626,618,41.4966,14.0777,39.1586,4.7619,1.8707,33.0986,927,2020,,,,,,,,,,
"BG0017021, King County, WA",1540,65604,368807,36.6748,865,15.9091,63.961,844,66.6247,1.3033,45.0237,11.0831,3.0227,26.8786,920,2020,,,,,,,,,,
"BG0017022, King County, WA",1183,72115,339865,36.8697,988,13.7224,74.5562,554,34.5725,0,6.1372,11.3383,3.1599,28.6219,927,2020,,,,,,,,,,
"BG0017023, King County, WA",1132,81436,383654,18.379,894,29.5567,68.5512,464,43.3036,8.8362,26.293,11.1607,3.125,24.8,897,2020,,,,,,,,,,
"BG0017024, King County, WA",1021,73718,363636,31.8003,742,3.0132,66.4055,442,27.7136,3.6199,0,11.5473,3.0023,30.4,924,2020,,,,,,,,,,
"BG0018001, King County, WA",1718,94892,390857,42.7406,1113,9.2901,59.7788,762,44.856,5.9055,10.105,7.2702,3.2922,27.7174,925,2020,,,,,,,,,,
"BG0018002, King County, WA",1742,102027,327500,33.9835,1082,20.0847,65.442,909,59.8152,10.121,34.9835,7.3903,3.3487,22.9111,905,2020,,,,,,,,,,
"BG0018003, King County, WA",1780,102301,323125,51.5464,968,29.3433,62.2472,948,58.0866,8.4388,23.6287,7.2893,3.303,23.4667,906,2020,,,,,,,,,,
"BG0019001, King County, WA",1773,58669,251852,38.6728,1154,25.0253,54.1455,1247,59.3023,2.1652,60.5453,4.2283,3.0655,23.224,880,2020,,,,,,,,,,
"BG0019002, King County, WA",1568,103448,433929,35.4895,1283,12.6276,74.6173,666,29.784,7.0571,2.8529,4.1667,3.0864,37.25,898,2020,,,,,,,,,,
"BG0019003, King County, WA",1440,103012,392179,31.2731,1761,17.1123,75.5556,609,26.9036,0,0,4.3993,2.8765,34.9432,903,2020,,,,,,,,,,
"BG0020001, King County, WA",1753,74590,392568,40.7435,1181,21.3505,72.5043,919,48.8263,0,36.3439,7.6291,1.9953,36.4116,899,2020,,,,,,,,,,
"BG0020002, King County, WA",1125,85313,419608,34.6466,951,12.9747,74.3111,522,32.9365,5.364,12.2605,7.9365,1.9841,32.5503,894,2020,,,,,,,,,,
"BG0020003, King County, WA",1044,104934,396667,46.2516,1321,26.0638,80.8429,473,31.1258,0,10.7822,7.7263,1.9868,43.7262,896,2020,,,,,,,,,,
"BG0021001, King County, WA",1736,129358,459846,30.7929,1079,13.4857,80.818,755,21.8707,0,6.3577,15.8184,3.3012,40.795,895,2020,,,,,,,,,,
"BG0021002, King County, WA",1027,103158,321127,43.5964,1024,16.5441,70.2045,488,39.1949,7.377,28.4836,15.678,3.6017,32.7869,891,2020,,,,,,,,,,
"BG0021003, King County, WA",1635,97430,389189,38.0952,964,28.5215,65.9327,787,44.9664,2.033,12.1982,15.8389,3.3557,34.5771,886,2020,,,,,,,,,,
"BG0022001, King County, WA",1707,117188,487407,38.4198,1500,10.7232,77.5044,694,16,0,4.0346,16.2963,3.2593,36.811,890,2020,,,,,,,,,,
"BG0022002, King County, WA",1632,118229,423932,29.9153,1568,19.6744,75.8578,675,23.6025,0,0,16.3043,3.2609,40,878,2020,,,,,,,,,,
"BG0022003, King County, WA",1435,159091,497710,28.5587,1660,11.9708,73.7282,627,22.5753,0,1.5949,16.5552,3.3445,32.1951,886,2020,,,,,,,,,,
"BG0022004, King County, WA",1277,130455,803333,38.2294,1500,13.1012,80.971,579,5.8935,0,23.3161,16.1597,3.2319,32.1782,873,2020,,,,,,,,,,
"BG0024001, King County, WA",1100,120417,470642,35.2201,1483,15.3982,82.8182,454,16.78,0,0,13.8322,3.4014,44.4089,860,2020,,,,,,,,,,
"BG0024002, King County, WA",931,81875,466667,31.7485,961,18.835,71.536,452,66.4384,17.0354,29.2036,13.6986,3.4247,31.5126,883,2020,,,,,,,,,,
"BG0024003, King County, WA",1376,123958,469182,33.8661,1441,20.8044,78.7791,569,28.4153,0,1.406,13.6612,3.4608,44.3548,861,2020,,,,,,,,,,
"BG0025001, King County, WA",1611,134515,450459,44.6002,1375,25.1046,74.8603,713,20.6696,0,0,8.5881,4.3668,42.3077,876,2020,,,,,,,,,,
"BG0025002, King County, WA",1612,112132,453672,42.5249,1455,20.0393,78.1638,772,48.3266,5.3109,15.285,8.7015,4.1499,35.4667,874,2020,,,,,,,,,,
"BG0026001, King County, WA",1214,102679,471250,37.4444,1133,27.8846,77.9242,544,44.1459,1.6544,23.7132,14.3954,2.8791,41.5033,866,2020,,,,,,,,,,
"BG0026002, King County, WA",1473,151786,560345,44.1818,1080,30.1232,83.6388,610,23.064,1.6393,11.3114,14.4781,3.1987,37.25,845,2020,,,,,,,,,,
"BG0026003, King County, WA",1533,136250,440385,38.954,1111,24.6809,73.5812,709,45.0832,1.6925,21.7207,14.5234,3.0257,41.4925,861,2020,,,,,,,,,,
"BG0026004, King County, WA",1130,127632,473109,41.2437,1462,16,76.1947,472,33.4802,11.4407,0.8475,14.3172,3.0837,43.0147,855,2020,,,,,,,,,,
"BG0027001, King County, WA",1632,92460,446479,38.0524,1247,25.903,80.3922,723,35.4286,2.3513,14.9377,12.5714,1.2857,36.0825,850,2020,,,,,,,,,,
"BG0027002, King County, WA",1540,160000,570153,54.8581,1402,12.6776,78.7662,655,28.3871,0,0,12.5806,1.4516,34.8052,852,2020,,,,,,,,,,
"BG0027003, King County, WA",1248,110616,487755,35.9837,1504,14.2298,78.6859,591,43.9201,3.7225,18.4434,12.7042,1.4519,34.386,851,2020,,,,,,,,,,
"BG0027004, King County, WA",1657,140708,472973,39.8876,1164,25.6307,77.1877,769,43.7241,0,23.6671,12.5517,1.2414,36.0656,846,2020,,,,,,,,,,
"BG0028001, King County, WA",1363,125605,453636,44.145,1319,16.586,81.8782,643,32.5321,5.4432,7.9315,9.4551,1.4423,35.4938,831,2020,,,,,,,,,,
"BG0028002, King County, WA",1024,66304,463566,36.5217,1005,22.0635,80.1758,517,54.1752,11.0251,7.3501,9.165,1.4257,33.195,843,2020,,,,,,,,,,
"BG0028003, King County, WA",1136,69477,396970,55.2546,1243,24.7875,80.1937,629,57.2864,13.5135,32.5914,9.3802,1.34,32.6613,828,2020,,,,,,,,,,
"BG0028004, King County, WA",1644,101639,400917,46.6667,1407,26.6667,75.5474,760,41.2894,2.2368,19.4736,9.3278,1.5089,36.8421,819,2020,,,,,,,,,,
"BG0029001, King County, WA",1602,92500,399130,30.3746,974,28.3898,82.0225,742,40.6732,0,29.1105,9.3969,1.4025,36.5672,836,2020,,,,,,,,,,
"BG0029002, King County, WA",1630,129412,485854,41.242,1118,9.9138,86.319,739,30,3.5183,3.9242,9.4444,1.3889,42.623,816,2020,,,,,,,,,,
"BG0029003, King County, WA",1570,146491,421538,44.8333,986,21.7149,82.293,715,29.7965,0,10.4895,9.3023,1.3081,41.8719,809,2020,,,,,,,,,,
"BG0030001, King County, WA",1840,124783,433475,48.7377,1418,15.8594,82.9891,812,22.8356,2.2167,2.5862,8.9084,1.8821,36.4356,811,2020,,,,,,,,,,
"BG0030002, King County, WA",1552,98364,464629,50.6957,1120,10.97,80.0902,688,36.7868,5.6686,5.0872,9.009,1.8018,41.4392,817,2020,,,,,,,,,,
"BG0030003, King County, WA",1610,96516,458854,35.6962,1152,18.1617,84.0373,709,29.0087,5.7828,6.6291,9.0379,1.895,39.8585,810,2020,,,,,,,,,,
"BG0030004, King County, WA",1490,131364,432787,40.9341,1154,12.5604,80.1342,655,28.115,3.5115,17.4046,9.1054,1.9169,44.0318,828,2020,,,,,,,,,,
"BG0031001, King County, WA",1296,107895,461957,43.3809,1674,5.1247,84.6451,553,22.1811,1.6275,7.7758,15.5268,8.6876,35.9249,828,2020,,,,,,,,,,
"BG0031002, King County, WA",1260,102941,423364,44.7531,1016,12.5723,86.4286,582,26.6314,0,5.1546,15.5203,8.642,34.4729,823,2020,,,,,,,,,,
"BG0031003, King County, WA",1482,126010,498990,34.1696,795,27.9762,79.7571,651,43.2137,0,39.3241,15.6006,8.7363,39.3443,821,2020,,,,,,,,,,
"BG0031004, King County, WA",1599,155674,537559,29.0051,1353,10.5018,86.3039,663,19.8113,0,0,15.7233,8.9623,40.5765,818,2020,,,,,,,,,,
"BG0031005, King County, WA",1475,134483,537500,44.0455,1436,20.3704,85.5593,659,22.6209,0,2.2762,15.4446,8.8924,37.2596,807,2020,,,,,,,,,,
"BG0032001, King County, WA",1045,93284,434021,39.6714,1048,28.16,87.9426,528,47.2441,3.7879,42.4243,6.2992,3.5433,34.127,814,2020,,,,,,,,,,
"BG0032002, King County, WA",1336,75701,338462,25.3704,1020,16.3241,77.3952,779,69.7861,15.4044,30.9371,6.4171,3.7433,23.1061,794,2020,,,,,,,,,,
"BG0032003, King County, WA",1281,86983,384314,52.9464,1106,22.2222,80.7963,818,61.9718,8.1907,42.9094,6.5301,3.7132,27.5304,797,2020,,,,,,,,,,
"BG0032004, King County, WA",1275,55000,614362,45.9908,884,8.9084,84.549,852,81.6401,4.5775,53.5211,6.4871,3.5496,33.6245,789,2020,,,,,,,,,,
"BG0032005, King County, WA",833,120492,465854,44.5669,1677,26.7368,85.114,375,22.2222,0,15.7333,6.3889,3.6111,39.1304,796,2020,,,,,,,,,,
"BG0032006, King County, WA",1815,77016,667235,44.695,1580,33.1187,89.6419,958,23.3781,8.3507,26.4091,6.4877,3.5794,28.1905,805,2020,,,,,,,,,,
"BG0032007, King County, WA",1297,125515,554965,38.8945,2013,8.3333,84.9653,560,26.5568,0,4.2857,6.4103,3.663,38.8732,801,2020,,,,,,,,,,
"BG0033001, King County, WA",1366,106443,437654,34.7948,1672,16.1557,85.798,638,38.2637,8.1505,0,7.2347,0.3215,36.0215,778,2020,,,,,,,,,,
"BG0033002, King County, WA",1278,100000,425532,41.592,1650,12.531,78.8732,619,57.9392,7.5929,5.1696,7.4324,0.3378,37.3737,802,2020,,,,,,,,,,
"BG0033003, King County, WA",1973,74236,369333,39.4304,977,27.423,75.6209,1124,75.814,21.7972,37.4556,7.4419,0.3721,24.3902,799,2020,,,,,,,,,,
"BG0033004, King County, WA",1359,100000,271429,33.0961,986,38.573,76.2325,768,71.6802,13.8021,48.0469,7.5881,0.4065,23.2143,797,2020,,,,,,,,,,
"BG0033005, King County, WA",1230,93333,399091,45.914,913,24.6649,81.3821,550,42.2139,2.5455,13.8182,7.3171,0.3752,40,796,2020,,,,,,,,,,
"BG0034001, King County, WA",1311,119712,537383,27.3092,1109,9.8765,83.524,615,48.1229,12.8455,14.1463,11.7747,3.2423,32.6154,793,2020,,,,,,,,,,
"BG0034002, King County, WA",1311,116901,476623,43.5701,1353,3.6585,86.6514,601,32.8179,1.1647,6.822,11.8557,3.0928,36.6972,794,2020,,,,,,,,,,
"BG0034003, King County, WA",1173,129132,558962,39.5973,1209,16.7575,81.9267,544,50.8637,11.3971,0,11.9002,3.263,36.3309,795,2020,,,,,,,,,,
"BG0035001, King County, WA",1616,113095,569672,27.8891,1179,22.591,85.7673,786,41.6557,1.6539,23.5369,5.5191,2.4967,39.1414,773,2020,,,,,,,,,,
"BG0035002, King County, WA",1539,106325,492391,43.7302,1054,12.5141,84.9253,770,45.0667,3.5065,15.4545,5.7333,2.5333,36.1702,781,2020,,,,,,,,,,
"BG0035003, King County, WA",1369,101271,541667,34.5196,1128,16.5217,83.2725,635,51.6835,5.1969,37.9527,5.5556,2.3569,36.5314,781,2020,,,,,,,,,,
"BG0036001, King County, WA",1476,66026,448235,60.6721,1049,24.2081,74.3902,789,72.9084,0,55.0064,8.4993,2.2576,26.7658,759,2020,,,,,,,,,,
"BG0036002, King County, WA",1493,95526,416923,45.8843,948,24.2616,74.4809,976,74.4337,3.4836,63.8319,8.5221,2.3732,16.7347,768,2020,,,,,,,,,,
"BG0036003, King County, WA",1496,117623,563758,37.8608,1091,24.2142,77.8075,671,38.0952,4.4709,8.7929,8.7558,2.3041,38.9831,768,2020,,,,,,,,,,
"BG0036004, King County, WA",2108,80189,484483,41.2981,1283,16.8821,75.2846,1417,86.0092,2.8229,66.1257,8.4862,2.2936,22.0126,774,2020,,,,,,,,,,
"BG0038001, King County, WA",1276,102500,488462,35.2941,1106,14.7186,76.8025,631,48.4298,4.9128,15.8479,7.6033,5.2893,42.3197,760,2020,,,,,,,,,,
"BG0038002, King County, WA",1106,115160,500000,38.9435,1315,18.4385,73.8698,464,28.9183,2.5862,3.8793,7.7263,5.298,40.8602,753,2020,,,,,,,,,,
"BG0039001, King County, WA",1951,103333,489313,31.3863,873,10.166,70.3229,869,33.4928,0,19.3326,8.7321,3.5885,41.3592,770,2020,,,,,,,,,,
